,sentence,rankt,ranko
5119,was habt ihr vor,5119,6661
5120,"okay, leute",5120,9899
5121,los doch,5121,9899
5122,kann ich sie kurz sprechen,5122,6895
5123,rodney,5123,8004
5124,ich mache nur spaß,5124,9899
5125,ich war's,5125,7519
5126,meinen sie das ernst,5126,9899
5127,das können sie nicht tun,5127,9899
5128,fast fertig,5128,9899
5129,an die wand,5129,3627
5130,du hast ja keine ahnung,5130,9899
5131,haben sie gehört,5131,8721
5132,archer,5132,9899
5133,noch einer,5133,9899
5134,"ja, dad",5134,9899
5135,tun sie's,5135,9899
5136,benimm dich,5136,4183
5137,erin,5137,9899
5138,einer nach dem anderen,5138,5449
5139,und was machst du,5139,4844
5140,scully,5140,9899
5141,"los, schneller",5141,3054
5142,ruf sie an,5142,9899
5143,ich will es,5143,9899
5144,sieht ganz so aus,5144,8714
5145,siehst du das nicht,5145,6164
5146,tief einatmen,5146,5114
5147,das muss es sein,5147,4679
5148,nicht möglich,5148,2815
5149,jen,5149,9899
5150,das hoffe ich auch,5150,6049
5151,das ist der plan,5151,9899
5152,wacht auf,5152,9899
5153,versteh ich nicht,5153,3840
5154,es reicht jetzt,5154,6651
5155,das ist das ende,5155,3766
5156,"ach, was soll's",5156,9899
5157,schultz,5157,9899
5158,"hey, boss",5158,9899
5159,tu mir das nicht an,5159,9899
5160,ich denke nach,5160,9899
5161,willst du tanzen,5161,9899
5162,"schön, sie wiederzusehen",5162,6001
5163,"ja, bestimmt",5163,3610
5164,das gibt es nicht,5164,1946
5165,es ist möglich,5165,9899
5166,danke für deine hilfe,5166,9899
5167,es ist ein notfall,5167,7337
5168,red,5168,9899
5169,habt ihr gehört,5169,7327
5170,was haben sie gemacht,5170,5534
5171,anders,5171,7268
5172,ich bin bald zurück,5172,8805
5173,kommen sie mit mir,5173,7597
5174,bitte melden,5174,2838
5175,nächstes mal,5175,9899
5176,hoheit,5176,5634
5177,du kannst,5177,4107
5178,renn,5178,9899
5179,ich komm mit,5179,3322
5180,siehst du sie,5180,7322
5181,wir haben keine zeit mehr,5181,9899
5182,mick,5182,9899
5183,sagen sie nichts,5183,9355
5184,sie alle,5184,9899
5185,ich habe nicht,5185,9899
5186,das mach ich,5186,8722
5187,für uns alle,5187,3861
5188,danach,5188,9899
5189,ich melde mich wieder,5189,9899
5190,ende der geschichte,5190,9899
5191,sie ist meine tochter,5191,9899
5192,ned,5192,2430
5193,hört ihr,5193,5828
5194,ich trinke nicht,5194,6121
5195,er wird kommen,5195,9899
5196,du musst mir glauben,5196,9282
5197,kommt darauf an,5197,5946
5198,wie lange wird das dauern,5198,9899
5199,hast du gut geschlafen,5199,3843
5200,so läuft das nicht,5200,6441
5201,in einer stunde,5201,4682
5202,wer ist der typ,5202,8469
5203,ich hab's vergessen,5203,5801
5204,"verstanden, sir",5204,9899
5205,vermutlich nicht,5205,9899
5206,kenne ich nicht,5206,2560
5207,irgendwelche fragen,5207,9899
5208,und zwar schnell,5208,9899
5209,ich kann's nicht glauben,5209,7009
5210,das ist nicht meine schuld,5210,8129
5211,vergiss ihn,5211,9899
5212,morris,5212,9899
5213,"nein, was",5213,4170
5214,schließen sie die tür,5214,9899
5215,ich zahle,5215,9899
5216,viel erfolg,5216,4802
5217,das ist es also,5217,9899
5218,keinen schritt weiter,5218,5421
5219,ich sag ihnen was,5219,9678
5220,komm mal mit,5220,1749
5221,mexiko,5221,9899
5222,"oh, ja, ja",5222,9899
5223,das können sie nicht machen,5223,6461
5224,entschuldigen sie mich bitte,5224,6734
5225,ich hab es,5225,9088
5226,tust du das,5226,9899
5227,offensichtlich nicht,5227,9899
5228,tue ich das,5228,9899
5229,du kennst sie,5229,6326
5230,war nur ein witz,5230,9899
5231,"kommt, kinder",5231,2542
5232,sieh es dir an,5232,9899
5233,japp,5233,9899
5234,sie ist gut,5234,9899
5235,"nett, sie kennenzulernen",5235,9899
5236,was erwartest du,5236,9899
5237,öffnen,5237,6340
5238,ich kann ihnen helfen,5238,5584
5239,für mich schon,5239,9899
5240,jetzt geh,5240,5880
5241,gehen sie weiter,5241,3466
5242,rico,5242,2363
5243,verlass dich drauf,5243,6265
5244,dringend,5244,2644
5245,noch jemand,5245,9899
5246,ha-ha,5246,9899
5247,erinnerst du dich nicht,5247,7475
5248,wünsch mir glück,5248,9899
5249,sie ist verschwunden,5249,8700
5250,geht jetzt,5250,6779
5251,was fällt ihnen ein,5251,2062
5252,ich kann mich nicht bewegen,5252,9899
5253,geht nach hause,5253,3775
5254,das tut gut,5254,6991
5255,ist klar,5255,3097
5256,haben sie das verstanden,5256,6876
5257,er ist zurück,5257,9899
5258,wo kommst du denn her,5258,1386
5259,bitte hör auf,5259,5322
5260,war nur spaß,5260,9899
5261,seht ihn euch an,5261,8117
5262,ein jahr,5262,9899
5263,für wen hältst du dich,5263,9899
5264,ich bringe ihn um,5264,9899
5265,lass mich ausreden,5265,9899
5266,"ich hoffe, ich störe nicht",5266,8195
5267,das spiel ist aus,5267,9899
5268,gib mir die waffe,5268,3616
5269,es war nicht deine schuld,5269,9899
5270,"nicht schlecht, was",5270,5237
5271,nicht schlimm,5271,5055
5272,ist es auch,5272,5112
5273,"hallo, sir",5273,9899
5274,eines tages,5274,9899
5275,das ist mein mädchen,5275,9899
5276,was tust du denn hier,5276,9899
5277,das tun wir,5277,9899
5278,warum sagen sie das,5278,9899
5279,eh,5279,3701
5280,damit,5280,4934
5281,ich mag das,5281,9899
5282,du verstehst es nicht,5282,9899
5283,darauf trinke ich,5283,6279
5284,wie ist es,5284,9001
5285,"ach, vergiss es",5285,9899
5286,chicago,5286,4561
5287,eve,5287,9899
5288,schon verstanden,5288,9899
5289,gehen wir nach hause,5289,9899
5290,gib mir deckung,5290,9899
5291,raus aus meinem haus,5291,9899
5292,so ein zufall,5292,1920
5293,veronica,5293,9899
5294,ich mag es,5294,9781
5295,lassen sie los,5295,9899
5296,hej,5296,9899
5297,nehmen sie das,5297,9899
5298,subcentral.de :,5298,9899
5299,"sie wissen, was ich meine",5299,9406
5300,welche denn,5300,3595
5301,ich zeige es ihnen,5301,4071
5302,du solltest nicht hier sein,5302,9899
5303,rühren,5303,4547
5304,john-boy,5304,9899
5305,hört,5305,9899
5306,ärger,5306,9899
5307,ich sag's dir,5307,9899
5308,sie müssen mir glauben,5308,9899
5309,komm doch,5309,3996
5310,es ist erledigt,5310,9899
5311,ich habe mir sorgen gemacht,5311,7648
5312,wieso denn das,5312,5125
5313,"ich tue, was ich kann",5313,8348
5314,da haben wir's,5314,9899
5315,mit wem spreche ich,5315,9899
5316,meredith,5316,9899
5317,"ja, ich bin sicher",5317,9899
5318,zwei tage,5318,9899
5319,debbie,5319,9899
5320,nur kurz,5320,4362
5321,keine frage,5321,3247
5322,es ist mir ein vergnügen,5322,9899
5323,es ist furchtbar,5323,7410
5324,ronnie,5324,9899
5325,ich hab keinen hunger,5325,6126
5326,ich bin gleich fertig,5326,7766
5327,wie haben sie das gemacht,5327,9899
5328,"nein, alles in ordnung",5328,3600
5329,boris,5329,9899
5330,wir arbeiten daran,5330,9899
5331,jan,5331,843
5332,"oh, sicher",5332,9899
5333,du hast verloren,5333,9899
5334,letzte chance,5334,9899
5335,mach dich nicht lächerlich,5335,9899
5336,persönlich,5336,9899
5337,mahlzeit,5337,455
5338,kinderspiel,5338,9899
5339,holt mich hier raus,5339,9899
5340,kein witz,5340,9899
5341,ich aber,5341,9899
5342,das ist doch unsinn,5342,2511
5343,seid ihr verrückt,5343,2514
5344,was für eine,5344,4494
5345,meine fresse,5345,4212
5346,nur einen,5346,9899
5347,notfall,5347,9899
5348,danke für die hilfe,5348,9899
5349,bedrohliche musik,5349,1765
5350,claudia,5350,9899
5351,schließ die augen,5351,7611
5352,irene,5352,8020
5353,ivan,5353,5056
5354,sie verstehen,5354,4553
5355,lass mich nicht allein,5355,6059
5356,sind sie da,5356,4856
5357,geht in ordnung,5357,9899
5358,dieser mann,5358,9899
5359,ich hab keine angst,5359,5613
5360,ich arbeite dran,5360,9899
5361,was ist mit uns,5361,9899
5362,"ich weiß nicht, was ich machen soll",5362,9726
5363,was macht sie,5363,7246
5364,ich weiß nicht mehr,5364,8154
5365,zufall,5365,4447
5366,"ja, los",5366,5478
5367,hab ich dich,5367,4650
5368,das nicht,5368,5010
5369,bei dir,5369,3056
5370,na sicher,5370,7613
5371,sie schaffen das,5371,8711
5372,zieh leine,5372,9165
5373,ich habe dich gesucht,5373,8503
5374,du blutest,5374,9322
5375,es geht nicht anders,5375,9899
5376,wo wart ihr,5376,6262
5377,lincoln,5377,9899
5378,gibt's ein problem,5378,9142
5379,ich kann nicht schwimmen,5379,2880
5380,das ist so süß,5380,9899
5381,es ist ein mädchen,5381,9899
5382,laufen sie,5382,5332
5383,du liebst mich,5383,9899
5384,wir sehen uns wieder,5384,3160
5385,zeig dich,5385,6336
5386,manuel,5386,9259
5387,du bist süß,5387,4761
5388,"das weißt du, oder",5388,9899
5389,er ist gefährlich,5389,9899
5390,haben sie hunger,5390,3780
5391,weil ich,5391,4927
5392,sie ist gestorben,5392,9899
5393,gute besserung,5393,5592
5394,du bist verheiratet,5394,9899
5395,ohne zweifel,5395,9899
5396,nenn mich nicht so,5396,9899
5397,sie müssen gehen,5397,9899
5398,ich muss hier weg,5398,5804
5399,es ist wunderbar,5399,8074
5400,wo ist der unterschied,5400,4877
5401,wir bleiben hier,5401,3742
5402,du hast mein wort,5402,9899
5403,was soll der quatsch,5403,6248
5404,keine diskussion,5404,9733
5405,"oh, wie schön",5405,9899
5406,du bist nicht allein,5406,6744
5407,elliot,5407,9899
5408,es ist seltsam,5408,5430
5409,watson,5409,9899
5410,"los, bewegung",5410,4750
5411,eklig,5411,9554
5412,zentrale,5412,3258
5413,na super,5413,3608
5414,er kommt nicht,5414,3172
5415,rennt,5415,9899
5416,apropos,5416,8039
5417,reden sie mit mir,5417,9899
5418,ich mach dich fertig,5418,8500
5419,yuki,5419,9899
5420,nimm die waffe runter,5420,9899
5421,sie kennen mich nicht,5421,6838
5422,ach herrje,5422,9899
5423,kommen sie raus,5423,3969
5424,es muss sein,5424,4676
5425,ich will ihn sehen,5425,7062
5426,helft mir doch,5426,4474
5427,"he, jungs",5427,9071
5428,das kann ich verstehen,5428,3815
5429,möchtest du,5429,5776
5430,was glotzt du so,5430,5953
5431,das wird toll,5431,9899
5432,señor,5432,9899
5433,ich komme klar,5433,9899
5434,geh weg von mir,5434,9899
5435,ich fühle es,5435,9899
5436,nicht alles,5436,6690
5437,du bist ein genie,5437,9899
5438,konzentration,5438,9899
5439,sag doch was,5439,3593
5440,ich geh ran,5440,8952
5441,zieh das an,5441,9899
5442,es wird dir gefallen,5442,8388
5443,ich versteh nicht,5443,6535
5444,von dir,5444,4598
5445,das brauchst du nicht,5445,6225
5446,du machst wohl witze,5446,9899
5447,sie wollten mich sehen,5447,9899
5448,gib auf,5448,9899
5449,hol mich hier raus,5449,7102
5450,schlechte nachrichten,5450,7627
5451,genau der,5451,6722
5452,na dann los,5452,7375
5453,nicht so wichtig,5453,5194
5454,das kann doch nicht sein,5454,4534
5455,laden,5455,4982
5456,du bist gekommen,5456,9899
5457,bitte nehmen sie platz,5457,1951
5458,ich mach schon,5458,7989
5459,das meine ich ernst,5459,9899
5460,wo ist deine mutter,5460,5798
5461,warum jetzt,5461,9899
5462,hab ich schon,5462,7345
5463,"ja, das werde ich",5463,9899
5464,darum bin ich hier,5464,9899
5465,grazie,5465,1251
5466,kann ich gehen,5466,7875
5467,das ist ein fehler,5467,9899
5468,"na, du",5468,5815
5469,zu hilfe,5469,2955
5470,diego,5470,9899
5471,"oh, liebling",5471,9899
5472,ich schaffe das schon,5472,7567
5473,ich werde warten,5473,9899
5474,"nein, wartet",5474,9899
5475,sicherheit,5475,4902
5476,ich hole hilfe,5476,4432
5477,machen sie es sich bequem,5477,9266
5478,hund,5478,7087
5479,lassen sie mich durch,5479,5007
5480,sie haben ihn,5480,9899
5481,"einspruch, euer ehren",5481,9899
5482,telefonklingeln,5482,1775
5483,findet ihn,5483,9899
5484,du bist schön,5484,9899
5485,"gute nacht, schatz",5485,9899
5486,sie haben glück,5486,8686
5487,ist sie hier,5487,9899
5488,es ist eine falle,5488,9899
5489,"ja, super",5489,2614
5490,das ist mein junge,5490,9899
5491,"hey, hey, hey, hey",5491,9899
5492,sawyer,5492,9899
5493,serena,5493,9899
5494,ich gehe ins bett,5494,5723
5495,gift,5495,5886
5496,"schön, dass sie da sind",5496,6311
5497,er hat eine waffe,5497,6171
5498,erzähl weiter,5498,4725
5499,kann ich mit dir reden,5499,9899
5500,ich weiß schon,5500,2985
5501,wie lange ist das her,5501,4555
5502,evan,5502,9899
5503,bitte gehen sie,5503,4966
5504,dumm,5504,9899
5505,das war unglaublich,5505,9899
5506,der weltraum,5506,9899
5507,für wen arbeiten sie,5507,7112
5508,das hoffe ich doch,5508,9899
5509,hau ruck,5509,1399
5510,lassen sie die waffe fallen,5510,9899
5511,wissen sie das,5511,4397
5512,"nein, weiß ich nicht",5512,9899
5513,"ja, das hast du",5513,7407
5514,das sieht nicht gut aus,5514,9475
5515,ich weiß es einfach,5515,9899
5516,außer,5516,9899
5517,hab sie,5517,9899
5518,nehmen sie,5518,5253
5519,"ach, bitte",5519,8326
5520,lloyd,5520,9899
5521,wohin wollen sie,5521,3902
5522,teal'c,5522,9899
5523,was willst du wissen,5523,8214
5524,ich bin unbewaffnet,5524,3222
5525,aber klar doch,5525,9899
5526,danke für den anruf,5526,9899
5527,jetzt oder nie,5527,9899
5528,geht's noch,5528,2441
5529,mach ich nicht,5529,9899
5530,gerade,5530,9899
5531,das ist dein problem,5531,3934
5532,christopher,5532,9899
5533,du hast keine wahl,5533,9899
5534,schnappt sie euch,5534,9899
5535,lassen wir das,5535,6907
5536,seine frau,5536,8693
5537,"oh, das ist gut",5537,8576
5538,ist,5538,9899
5539,einfach alles,5539,8413
5540,willkommen daheim,5540,9899
5541,das ist ein problem,5541,9385
5542,ich sehe mal nach,5542,8115
5543,evelyn,5543,9899
5544,sonja,5544,9364
5545,gehen sie zurück,5545,3597
5546,peggy,5546,9899
5547,jetzt reicht es,5547,3614
5548,esther,5548,9899
5549,"ja, ja, ja, ja",5549,2509
5550,du wirst mir fehlen,5550,4394
5551,ich habe sie gefunden,5551,9899
5552,es gehört mir,5552,8443
5553,cassie,5553,9899
5554,mach dir nichts draus,5554,3521
5555,keine eile,5555,7346
5556,kennst du mich noch,5556,3732
5557,zorro,5557,9899
5558,das ist gemein,5558,3031
5559,wir können,5559,4338
5560,ich kann jetzt nicht,5560,2663
5561,"whoa, whoa, whoa",5561,9899
5562,willst du was,5562,9899
5563,wir schaffen das schon,5563,6016
5564,wo ist der schlüssel,5564,7285
5565,eine freundin,5565,9899
5566,magie,5566,9899
5567,das ist schlimm,5567,8754
5568,die party ist vorbei,5568,9899
5569,"okay, alles klar",5569,9899
5570,da vorne,5570,3200
5571,machen sie die tür auf,5571,7917
5572,ich komme nicht mit,5572,5560
5573,ich habe geld,5573,7705
5574,wie alt ist er,5574,6546
5575,das kann ich nicht zulassen,5575,9899
5576,das geht mich nichts an,5576,7257
5577,kein zweifel,5577,6804
5578,gibt's was neues,5578,6837
5579,smith,5579,9899
5580,du kommst zu spät,5580,9899
5581,zu gefährlich,5581,5576
5582,was hätte ich tun sollen,5582,7804
5583,bist du nervös,5583,9899
5584,wo sind die kinder,5584,5688
5585,ist sie nicht,5585,9899
5586,oh bitte,5586,9899
5587,sag die wahrheit,5587,4869
5588,das wird nicht funktionieren,5588,9899
5589,das sollte reichen,5589,7506
5590,wie sah er aus,5590,9785
5591,was ist in dich gefahren,5591,9899
5592,auf dich,5592,4169
5593,womit denn,5593,6451
5594,das weiß ich auch,5594,9899
5595,"danke, papa",5595,2925
5596,es ist schon gut,5596,9899
5597,lass uns reden,5597,9899
5598,steig ins auto,5598,9899
5599,bleibt zusammen,5599,9899
5600,als was,5600,6992
5601,es ist egal,5601,9899
5602,clay,5602,9899
5603,vera,5603,4444
5604,anscheinend,5604,9899
5605,deine,5605,9425
5606,wie viele sind es,5606,8424
5607,er gehört dir,5607,9899
5608,und wenn,5608,2784
5609,mit was,5609,9899
5610,lasst mich hier raus,5610,7560
5611,ladys,5611,9899
5612,das kann ich,5612,9343
5613,ziemlich,5613,8723
5614,hut,5614,8822
5615,und was noch,5615,5341
5616,meinst du nicht,5616,9899
5617,er lacht,5617,1120
5618,uns geht es gut,5618,9899
5619,ich musste,5619,9899
5620,sheila,5620,9899
5621,ich sagte nein,5621,9899
5622,gib's zu,5622,5423
5623,kannst du das glauben,5623,9899
5624,es gefällt mir,5624,9899
5625,"tut mir leid, das zu hören",5625,9899
5626,man kann nie wissen,5626,9899
5627,"nein, haben wir nicht",5627,9899
5628,was haben sie da,5628,7175
5629,verschwinden wir von hier,5629,9899
5630,hören sie mal,5630,4913
5631,können wir jetzt gehen,5631,9899
5632,"ja, das",5632,5658
5633,kennst du den,5633,3395
5634,wie kommst du denn darauf,5634,2226
5635,bleib cool,5635,9899
5636,"hi, baby",5636,9899
5637,bleiben sie,5637,5162
5638,lassen sie sie gehen,5638,9899
5639,wer ist der kerl,5639,9899
5640,ich fühle mich gut,5640,9899
5641,davon bin ich überzeugt,5641,3716
5642,hal,5642,9899
5643,bis nächste woche,5643,9899
5644,ich ergebe mich,5644,6943
5645,jeanne,5645,2556
5646,ich habe solche angst,5646,9899
5647,was soll denn das heißen,5647,2276
5648,fahr vorsichtig,5648,6356
5649,halb so wild,5649,9899
5650,"nein, werde ich nicht",5650,9899
5651,sie haben angst,5651,7168
5652,"ja, ganz recht",5652,9899
5653,mach den mund auf,5653,5925
5654,wir sind frei,5654,3271
5655,was steht drin,5655,6240
5656,ich muss telefonieren,5656,6693
5657,ich habe es dir gesagt,5657,9899
5658,das kommt nicht in frage,5658,3792
5659,sieht nicht so aus,5659,9899
5660,"tut mir leid, mann",5660,9899
5661,tanzen wir,5661,6072
5662,das ist so,5662,9899
5663,"ja, das war es",5663,9899
5664,unendliche weiten,5664,9899
5665,schreie,5665,2833
5666,mein kopf,5666,4400
5667,tu es einfach,5667,9899
5668,zach,5668,9899
5669,nur mut,5669,3221
5670,marianne,5670,1780
5671,lasst ihn,5671,6893
5672,"ja, tue ich",5672,9899
5673,"sehr gut, danke",5673,4806
5674,elisabeth,5674,1226
5675,stimmt so,5675,2565
5676,keine gute idee,5676,9899
5677,ich übernehme,5677,5813
5678,gib nicht auf,5678,7482
5679,bis später dann,5679,7830
5680,wo haben sie das her,5680,9075
5681,samuel,5681,7540
5682,warum haben sie das getan,5682,9899
5683,abführen,5683,918
5684,mein name,5684,9899
5685,"hier, hier",5685,6410
5686,mach nur,5686,9899
5687,ruf mich zurück,5687,9899
5688,"oh, ich",5688,9500
5689,"wissen sie, was ich meine",5689,8802
5690,beweise es,5690,9899
5691,das hätten wir,5691,9899
5692,ein notfall,5692,9899
5693,"bitte, bitte, bitte",5693,7280
5694,ich war das,5694,9899
5695,er ist mein vater,5695,9899
5696,ist das für mich,5696,7091
5697,eier,5697,9899
5698,herman,5698,9899
5699,ist dir kalt,5699,3218
5700,alles wird gut werden,5700,9899
5701,hör mir gut zu,5701,9899
5702,schuhe,5702,4102
5703,keiner bewegt sich,5703,8507
5704,ich sehe dich,5704,9899
5705,von was,5705,6897
5706,weiß,5706,5646
5707,es tut so weh,5707,6096
5708,denk doch mal nach,5708,7392
5709,"ich fürchte, ja",5709,7041
5710,jacques,5710,9899
5711,tatsache,5711,9899
5712,da ist was dran,5712,9458
5713,nicht aufregen,5713,3722
5714,vertraut mir,5714,8834
5715,beweise,5715,9899
5716,was haben sie denn,5716,2223
5717,ich kann's kaum erwarten,5717,7010
5718,hilf uns,5718,9899
5719,interessiert mich nicht,5719,7067
5720,warum nur,5720,9899
5721,"weißt du, was das heißt",5721,9603
5722,das tut mir sehr leid,5722,9899
5723,sei leise,5723,6811
5724,"ja, ich will",5724,2832
5725,sagte ich doch,5725,9899
5726,angie,5726,8494
5727,das ging schnell,5727,9899
5728,gib's mir,5728,9899
5729,das ist sehr wichtig,5729,6331
5730,"hey, ich bin's",5730,9899
5731,pablo,5731,9899
5732,"weißt du, wie spät es ist",5732,4961
5733,haltet die klappe,5733,9899
5734,ab ins bett,5734,5475
5735,alle achtung,5735,2053
5736,bist du jetzt zufrieden,5736,9899
5737,warum sind wir hier,5737,9899
5738,"ja, das bist du",5738,9629
5739,du hast mich gehört,5739,9899
5740,melissa,5740,9899
5741,sehen wir mal,5741,9402
5742,auch,5742,1258
5743,die sache ist die,5743,9899
5744,das ist nicht mein problem,5744,9899
5745,schick,5745,9899
5746,sind sie,5746,6373
5747,macht auf,5747,7961
5748,nicht schuldig,5748,9899
5749,deine entscheidung,5749,9899
5750,"wissen sie, wo er ist",5750,9899
5751,"danke, bruder",5751,9899
5752,"gut, sir",5752,8651
5753,du gehörst mir,5753,6618
5754,aber nicht doch,5754,6206
5755,überqueren,5755,314
5756,sie werden sehen,5756,5350
5757,können wir gehen,5757,9899
5758,"oh, oh, oh",5758,9495
5759,lola,5759,5992
5760,du miststück,5760,9899
5761,ich bin ruhig,5761,9899
5762,eine bombe,5762,4714
5763,ich will dir was zeigen,5763,6498
5764,wie viel uhr ist es,5764,9899
5765,sonst,5765,3116
5766,das ist keine antwort,5766,9899
5767,"ja, alles gut",5767,9634
5768,gehen sie nicht,5768,9899
5769,"los, beeil dich",5769,3953
5770,"okay, weißt du was",5770,9899
5771,schlag ein,5771,9899
5772,"ich weiß, wie du dich fühlst",5772,9899
5773,du fährst,5773,6623
5774,lass nur,5774,1794
5775,"ja, nun",5775,9899
5776,ich bin in ordnung,5776,9899
5777,"wartet, wartet",5777,9899
5778,gin,5778,8762
5779,regina,5779,2612
5780,sie waren es,5780,9899
5781,vielleicht ein andermal,5781,9899
5782,kann ich ihnen behilflich sein,5782,6290
5783,"also, was ist los",5783,9899
5784,geh aus dem weg,5784,7763
5785,kann ich etwas für sie tun,5785,4755
5786,legen sie los,5786,9899
5787,liv,5787,9899
5788,was hast du ihm gesagt,5788,9899
5789,was hast du gerade gesagt,5789,9823
5790,das ist nicht komisch,5790,4692
5791,hast du was gefunden,5791,9899
5792,xander,5792,9899
5793,was mache ich hier,5793,9899
5794,joan,5794,9899
5795,ganz locker,5795,5509
5796,wie romantisch,5796,6671
5797,shannon,5797,9899
5798,ich verstehe kein wort,5798,6539
5799,ein kinderspiel,5799,9899
5800,ich kann dir nicht helfen,5800,6642
5801,es gibt ein problem,5801,9899
5802,tut mir sehr leid,5802,9899
5803,wie in alten zeiten,5803,9899
5804,sehen sie sich um,5804,9899
5805,du schuldest mir was,5805,7768
5806,wir werden sie finden,5806,9899
5807,"oh, großartig",5807,9899
5808,polly,5808,1260
5809,carmen,5809,4402
5810,nicht reden,5810,9899
5811,entscheide dich,5811,9899
5812,da bin ich mir nicht so sicher,5812,9899
5813,dann nicht,5813,3287
5814,valerie,5814,9899
5815,das wirst du nicht,5815,9899
5816,caleb,5816,9899
5817,wie haben sie mich gefunden,5817,9899
5818,das ist mein vater,5818,5944
5819,amelia,5819,9899
5820,immer dasselbe,5820,3634
5821,er kommt gleich,5821,8357
5822,ich mag das nicht,5822,6662
5823,herr bürgermeister,5823,7745
5824,gott verdammt,5824,9899
5825,"he, sie",5825,6474
5826,tucker,5826,9899
5827,heute noch,5827,6226
5828,go,5828,1055
5829,ich bin am ende,5829,6295
5830,wollen sie das,5830,3663
5831,wieso sagst du das,5831,9147
5832,wir sind gerettet,5832,4701
5833,geh heim,5833,1355
5834,connie,5834,9899
5835,"nein, bestimmt nicht",5835,9899
5836,du bist so schön,5836,9329
5837,"sieh an, sieh an",5837,9899
5838,"bitte, nicht",5838,9899
5839,"schön, dich kennenzulernen",5839,9899
5840,liebst du sie,5840,5981
5841,"nein, das ist unmöglich",5841,9899
5842,problem,5842,9899
5843,donnie,5843,9899
5844,"los, komm schon",5844,8853
5845,ich brauche geld,5845,4316
5846,weisst du was,5846,4450
5847,was ist da passiert,5847,9899
5848,die tür ist offen,5848,9899
5849,ku,5849,9899
5850,"hallo, mom",5850,9899
5851,du bist ein arschloch,5851,9899
5852,och,5852,966
5853,ich bin froh,5853,9899
5854,vollkommen,5854,9899
5855,schießen,5855,9899
5856,komm da raus,5856,9899
5857,what,5857,1073
5858,so ein scheiß,5858,9899
5859,da ist noch etwas,5859,8221
5860,bleiben sie zurück,5860,8784
5861,raus mit der sprache,5861,3333
5862,wieso tust du das,5862,9899
5863,"alles klar, mann",5863,9899
5864,wo ist der junge,5864,4485
5865,mein auto,5865,6238
5866,stuart,5866,9899
5867,ihm nach,5867,6500
5868,gut siehst du aus,5868,2493
5869,ich schaff das,5869,8291
5870,wissen wir,5870,9899
5871,mit sicherheit,5871,9899
5872,alles zu seiner zeit,5872,4630
5873,warum hast du mir nichts gesagt,5873,5244
5874,sie glauben mir nicht,5874,3763
5875,darf ich dich was fragen,5875,7230
5876,freundin,5876,9899
5877,das hat spaß gemacht,5877,9899
5878,unerhört,5878,1356
5879,ich habe eine überraschung für dich,5879,6998
5880,kommandant,5880,7539
5881,"guten tag, madame",5881,9899
5882,ich steige aus,5882,9899
5883,das war ein unfall,5883,9899
5884,blake,5884,9899
5885,pass gut auf dich auf,5885,9899
5886,"ja, ist er",5886,9899
5887,lassen sie sie in ruhe,5887,9899
5888,ich rede mit ihr,5888,9899
5889,lebendig,5889,9688
5890,tut es,5890,9899
5891,ich weiß von nichts,5891,5075
5892,was sagte er,5892,6168
5893,nypd,5893,9899
5894,lies weiter,5894,5863
5895,sie lachen,5895,1875
5896,sind wir,5896,9899
5897,das mag ich,5897,8015
5898,hol ihn dir,5898,9899
5899,das ist mir scheißegal,5899,6717
5900,denise,5900,5227
5901,"oh nein, nein, nein",5901,9899
5902,"alles, was du willst",5902,7297
5903,sookie,5903,9899
5904,das hast du gesagt,5904,5963
5905,nackt,5905,5998
5906,ihr auch,5906,6559
5907,nicht im geringsten,5907,9452
5908,wegen mir,5908,5689
5909,das ist sie nicht,5909,9899
5910,wo ist meine frau,5910,8943
5911,"nein,",5911,9899
5912,auszeit,5912,9899
5913,bleiben sie sitzen,5913,2711
5914,was darf es sein,5914,6074
5915,ich habe meine meinung geändert,5915,9899
5916,ein scherz,5916,7546
5917,stephanie,5917,9899
5918,verzeiht mir,5918,7949
5919,das ist ein missverständnis,5919,3270
5920,ich höre auf,5920,9899
5921,werden wir,5921,9899
5922,"nun,",5922,9899
5923,reingelegt,5923,9899
5924,sie kennen mich,5924,9384
5925,raus mit ihm,5925,9899
5926,"so, bitte",5926,3844
5927,er ist süß,5927,9899
5928,thank you,5928,618
5929,alles ist möglich,5929,9899
5930,das ist nicht so einfach,5930,5328
5931,sayid,5931,9899
5932,sehr viel,5932,5875
5933,ich bin nicht hungrig,5933,7787
5934,hast du mich gehört,5934,9899
5935,gutes argument,5935,9899
5936,hungrig,5936,9899
5937,jemand,5937,9899
5938,das wissen sie nicht,5938,7013
5939,so ziemlich,5939,9899
5940,ich muß gehen,5940,4349
5941,"komm, lass uns gehen",5941,9717
5942,wir werden ihn finden,5942,7812
5943,wiederhole,5943,9899
5944,wer weiß das schon,5944,9724
5945,das ist nicht ihr ernst,5945,6245
5946,für mich nicht,5946,3887
5947,es ist alles vorbei,5947,9899
5948,und wieso nicht,5948,9899
5949,ich hoffe,5949,5602
5950,ich werde nicht gehen,5950,9899
5951,kuchen,5951,4522
5952,heitere musik,5952,717
5953,wie dumm von mir,5953,5140
5954,das war großartig,5954,7031
5955,noch ein bisschen,5955,3897
5956,das ist eine überraschung,5956,3023
5957,wieso fragst du,5957,8290
5958,ein,5958,9899
5959,vergiß es,5959,6763
5960,so ist es nicht,5960,9899
