,sentence,rankt,ranko
4974,con una condición,4974,8070
4975,"ja, ja, ja",4975,1402
4976,no me malinterpretes,4976,6154
4977,sal del auto,4977,3858
4978,estoy muy bien,4978,7343
4979,pero no es así,4979,6325
4980,está solo,4980,9205
4981,sheldon,4981,9877
4982,quédate abajo,4982,4992
4983,eres buena,4983,9107
4984,no es un buen momento,4984,5105
4985,"sí, lo creo",4985,7780
4986,freddy,4986,9877
4987,vivo aquí,4987,5877
4988,christian,4988,3979
4989,"oh, tío",4989,9877
4990,cobardes,4990,2980
4991,craig,4991,1776
4992,esa soy yo,4992,9877
4993,theo,4993,1883
4994,ya lo tienes,4994,7624
4995,nervioso,4995,4176
4996,sabéis qué,4996,9877
4997,no hay necesidad,4997,6726
4998,"atrás, atrás",4998,2109
4999,ash,4999,4648
5000,vic,5000,7313
5001,tiene hijos,5001,5551
5002,no tengo elección,5002,9877
5003,quería verme,5003,9877
5004,no es mi problema,5004,8999
5005,ahí esta,5005,5330
5006,escucho,5006,4321
5007,hablas inglés,5007,2054
5008,hijos,5008,7743
5009,"alto, alto",5009,3747
5010,"uh, no",5010,9877
5011,"pase, por favor",5011,5479
5012,mason,5012,1872
5013,hans,5013,9877
5014,sé cómo te sientes,5014,7789
5015,sáquenlo,5015,3620
5016,dijo algo,5016,7302
5017,no tenemos tiempo para esto,5017,3228
5018,lo mataron,5018,2894
5019,cuelga,5019,9877
5020,así se habla,5020,3523
5021,sólo un momento,5021,7851
5022,eres policía,5022,2924
5023,disculpadme,5023,8103
5024,es muy raro,5024,4062
5025,se cayó,5025,7109
5026,bailamos,5026,5134
5027,stuart,5027,9877
5028,no se vaya,5028,8906
5029,es una gran idea,5029,9877
5030,retírese,5030,5951
5031,eres un buen hombre,5031,5294
5032,tráela,5032,2882
5033,salió,5033,4585
5034,era broma,5034,6906
5035,y qué es eso,5035,9877
5036,sabes que sí,5036,8055
5037,"ven, vamos",5037,3818
5038,"vamos, adelante",5038,3033
5039,marion,5039,1974
5040,ríndete,5040,9877
5041,eso es mío,5041,9877
5042,quieres comer algo,5042,6602
5043,con esto,5043,9877
5044,veré lo que puedo hacer,5044,9877
5045,"sí, me gusta",5045,4106
5046,"ven, siéntate",5046,4687
5047,buenísimo,5047,2208
5048,te encantará,5048,4546
5049,"perdone, señor",5049,8145
5050,regresaste,5050,6928
5051,esperaremos,5051,9877
5052,sé quién es,5052,9877
5053,a la cuenta de tres,5053,8182
5054,"sí, más o menos",5054,6956
5055,no te disculpes,5055,9877
5056,no puedo hablar,5056,3956
5057,adrian,5057,9877
5058,joven,5058,5541
5059,spock,5059,9877
5060,nada ha cambiado,5060,9877
5061,qué queréis,5061,5530
5062,clay,5062,9877
5063,es vergonzoso,5063,3948
5064,retroceda,5064,9877
5065,no es ella,5065,9877
5066,esto es fantástico,5066,5826
5067,la cena está lista,5067,7295
5068,falso,5068,9877
5069,lincoln,5069,9877
5070,"muy bien, chicos",5070,6141
5071,esto es horrible,5071,8429
5072,sí puedo,5072,5091
5073,bromeaba,5073,6917
5074,de dónde sacaste esto,5074,3654
5075,todos juntos,5075,4422
5076,piedad,5076,5757
5077,está lloviendo,5077,9877
5078,crees,5078,6604
5079,estás despierta,5079,9385
5080,parece que no,5080,7487
5081,regina,5081,9877
5082,buddy,5082,5879
5083,mucho más,5083,5751
5084,explícate,5084,9877
5085,dónde diablos está,5085,2561
5086,mirame,5086,2835
5087,"aquí tiene, señor",5087,4922
5088,qué dinero,5088,3467
5089,es mejor así,5089,4708
5090,"vamos, querida",5090,4107
5091,ojalá pudiera,5091,9877
5092,no puedes irte,5092,6292
5093,estoy muy cansado,5093,3294
5094,"bien, sí",5094,9877
5095,policía de nueva york,5095,9877
5096,su hijo,5096,9136
5097,esta es,5097,9877
5098,y qué vas a hacer,5098,2805
5099,es un comienzo,5099,6983
5100,es un monstruo,5100,9877
5101,pensé que,5101,9877
5102,a nadie le importa,5102,5389
5103,que se diviertan,5103,7660
5104,qué decía,5104,4416
5105,"buenas noches, señora",5105,3823
5106,tu hijo,5106,7847
5107,sujétalo,5107,6374
5108,terminado,5108,8883
5109,"bien,",5109,2906
5110,cool,5110,9372
5111,quieres sentarte,5111,5796
5112,"sí, hombre",5112,2423
5113,lo dudo mucho,5113,5106
5114,todos están bien,5114,5103
5115,es magnífico,5115,6447
5116,era yo,5116,7927
5117,"sí, lo era",5117,9282
5118,diez años,5118,9877
5119,la veo,5119,4146
5120,lo hacemos,5120,5215
5121,"oh, cierto",5121,9877
5122,lo necesitamos,5122,3800
5123,sólo yo,5123,9772
5124,"no, ahora no",5124,4003
5125,una serie original de netflix,5125,9877
5126,te,5126,9877
5127,está borracho,5127,3670
5128,lo harán,5128,9877
5129,sólo un segundo,5129,9877
5130,pero qué dices,5130,3564
5131,es navidad,5131,2814
5132,eso no lo sabes,5132,9877
5133,estoy en problemas,5133,8796
5134,estoy muy cansada,5134,9206
5135,"hola, harry",5135,9877
5136,sexy,5136,3539
5137,como cuáles,5137,3334
5138,estoy impresionada,5138,9877
5139,canalla,5139,6177
5140,dolor,5140,6680
5141,no esta noche,5141,9877
5142,firme aquí,5142,2889
5143,sácanos de aquí,5143,9877
5144,naomi,5144,9877
5145,cincuenta,5145,3729
5146,aha,5146,6489
5147,sabéis,5147,9877
5148,lo dije,5148,9877
5149,levanta las manos,5149,3807
5150,duncan,5150,9877
5151,tarde,5151,6066
5152,tiene hambre,5152,4335
5153,necesitas descansar,5153,7561
5154,en pie,5154,6556
5155,barbara,5155,8319
5156,puede hacerlo,5156,9877
5157,joan,5157,9877
5158,déjame hacerlo,5158,9877
5159,no lo comprendo,5159,5153
5160,vete al demonio,5160,4577
5161,red,5161,9877
5162,angie,5162,3244
5163,y dónde está,5163,4466
5164,esperemos,5164,7892
5165,un milagro,5165,7621
5166,él lo sabe,5166,9877
5167,ve por él,5167,3097
5168,vas a morir,5168,6421
5169,es el,5169,3049
5170,qué opina,5170,3450
5171,sinvergüenza,5171,5745
5172,yo te amo,5172,3740
5173,bo,5173,9877
5174,russell,5174,9877
5175,deja que se vaya,5175,6264
5176,se hace tarde,5176,3738
5177,con quién hablas,5177,7139
5178,qué me está pasando,5178,9877
5179,qué te hace pensar eso,5179,9877
5180,"sí, está aquí",5180,6758
5181,esto es raro,5181,9877
5182,estaré aquí,5182,9580
5183,puedes confiar en mí,5183,9877
5184,qué has estado haciendo,5184,6966
5185,apurate,5185,3314
5186,compórtate,5186,5050
5187,ni yo tampoco,5187,2291
5188,mira quién habla,5188,9877
5189,la muerte,5189,8180
5190,deténganlos,5190,9877
5191,es un amigo,5191,5471
5192,no sigas,5192,2874
5193,confíe en mí,5193,5441
5194,qué chica,5194,7604
5195,eso no es todo,5195,5545
5196,nunca dije eso,5196,9452
5197,"sí, puedes",5197,9877
5198,quiero irme,5198,6501
5199,al ataque,5199,6527
5200,fallaste,5200,6577
5201,volvamos,5201,7340
5202,"sí, mi señor",5202,9877
5203,el bebé,5203,4938
5204,lena,5204,9877
5205,puedes hablar,5205,6261
5206,maldito bastardo,5206,3538
5207,lori,5207,9877
5208,no miento,5208,9877
5209,june,5209,1049
5210,demuéstralo,5210,4967
5211,la puerta estaba abierta,5211,5900
5212,cristina,5212,6196
5213,está delicioso,5213,5260
5214,es encantador,5214,5994
5215,es la única manera,5215,7177
5216,le creo,5216,6702
5217,alo,5217,5698
5218,"gracias, padre",5218,3572
5219,los quiero,5219,3477
5220,desgraciados,5220,2962
5221,no creo que sea una buena idea,5221,6407
5222,metí la pata,5222,3331
5223,exterminar,5223,9877
5224,contacto,5224,7158
5225,entrad,5225,5812
5226,"fuera, fuera",5226,3765
5227,es personal,5227,9877
5228,está dentro,5228,7293
5229,a quién llamas,5229,9877
5230,hay algo que pueda hacer,5230,9877
5231,estoy loco,5231,9877
5232,cuál era su nombre,5232,9877
5233,estamos en camino,5233,6387
5234,ponte de pie,5234,7794
5235,"no, escucha",5235,5871
5236,"bueno, veamos",5236,9877
5237,viernes,5237,7038
5238,toma eso,5238,6870
5239,eso no es,5239,9157
5240,si no,5240,7482
5241,no le entiendo,5241,3527
5242,por qué tardaste tanto,5242,8872
5243,habla inglés,5243,2205
5244,quieres que te lleve,5244,6682
5245,judy,5245,2817
5246,y cómo,5246,5557
5247,voilà,5247,4160
5248,jenna,5248,9877
5249,esto es un desastre,5249,9877
5250,"vale, de acuerdo",5250,8419
5251,feliz aniversario,5251,3897
5252,erik,5252,1858
5253,murphy,5253,6179
5254,lo amas,5254,9877
5255,de que estás hablando,5255,9070
5256,falsa alarma,5256,4200
5257,vamos a trabajar,5257,6449
5258,mario,5258,3813
5259,todavía nada,5259,7912
5260,qué es esa cosa,5260,6226
5261,te veo después,5261,6929
5262,descuide,5262,3751
5263,déjame pasar,5263,4504
5264,"lo sé, cariño",5264,9877
5265,es un problema,5265,4819
5266,oíste,5266,2845
5267,ohhh,5267,9877
5268,zach,5268,5690
5269,no te me acerques,5269,5420
5270,qué sé yo,5270,1698
5271,me has asustado,5271,6116
5272,"hola, ben",5272,3491
5273,terminemos con esto,5273,9877
5274,qué hicieron,5274,8179
5275,tú lo has dicho,5275,3237
5276,tienes novio,5276,4317
5277,no me refiero a eso,5277,6930
5278,vete ahora,5278,4734
5279,tengo que hacer algo,5279,9877
5280,me voy a dormir,5280,3562
5281,no es obvio,5281,8971
5282,buen muchacho,5282,9236
5283,"disculpe, señorita",5283,5102
5284,no hay nada que podamos hacer,5284,9877
5285,"bueno, bien",5285,9877
5286,a los dos,5286,7280
5287,es mi casa,5287,5203
5288,me imagino,5288,3241
5289,no estoy de humor,5289,5275
5290,venid aquí,5290,5109
5291,volviste,5291,8311
5292,están todos muertos,5292,5958
5293,mi mamá,5293,5872
5294,es un asesino,5294,4257
5295,"no, nada de eso",5295,9877
5296,"bueno, ya sabes",5296,6448
5297,eso pensaba,5297,5822
5298,sheila,5298,9877
5299,beso,5299,5568
5300,mmmm,5300,9877
5301,vas bien,5301,7028
5302,brandon,5302,9877
5303,prueba esto,5303,3996
5304,"no, eso no",5304,6275
5305,yo no diría eso,5305,9858
5306,hacia atrás,5306,3364
5307,no hay ningún problema,5307,2650
5308,hicimos un trato,5308,9877
5309,eres genial,5309,9877
5310,qué romántico,5310,9877
5311,"no, querida",5311,9877
5312,buffy,5312,9877
5313,váyanse de aquí,5313,5324
5314,qué buena idea,5314,9877
5315,muéstrate,5315,5708
5316,marica,5316,9877
5317,paula,5317,3677
5318,no hablas en serio,5318,8920
5319,suave,5319,3494
5320,por el momento,5320,9877
5321,ya hemos llegado,5321,4128
5322,jefa,5322,9877
5323,nos vemos esta noche,5323,4777
5324,ver qué,5324,9877
5325,quizá tengas razón,5325,6040
5326,puedo manejarlo,5326,9877
5327,se van,5327,6371
5328,que se jodan,5328,1856
5329,qué debería hacer,5329,9877
5330,a mí sí,5330,8436
5331,"gracias, jefe",5331,5512
5332,estás contento,5332,7972
5333,"qué pasa, cariño",5333,8193
5334,es un chiste,5334,7924
5335,tienes que ir,5335,5655
5336,en el baño,5336,4356
5337,"sí, ya voy",5337,9661
5338,philip,5338,9877
5339,puede retirarse,5339,5965
5340,daos prisa,5340,9877
5341,se está haciendo tarde,5341,5982
5342,"no, no está",5342,2583
5343,vives aquí,5343,3821
5344,estamos en guerra,5344,9877
5345,lo haces,5345,9877
5346,quiero hablar con él,5346,6070
5347,"tranquila, tranquila",5347,2769
5348,no volverá a pasar,5348,8346
5349,quienes son,5349,5210
5350,no he dicho nada,5350,9877
5351,"no, tú",5351,2642
5352,no es una broma,5352,7798
5353,"gracias, adiós",5353,3820
5354,bah,5354,1585
5355,no quise,5355,9877
5356,quiere hablar contigo,5356,5521
5357,cambié de opinión,5357,9877
5358,ya se lo dije,5358,9013
5359,te estaba esperando,5359,9877
5360,no sé de qué está hablando,5360,6491
5361,ésta,5361,3711
5362,"de acuerdo, adiós",5362,6238
5363,lawrence,5363,9877
5364,ya la tengo,5364,1544
5365,soy tu padre,5365,7000
5366,no puedo aceptarlo,5366,9877
5367,me olvidé,5367,5049
5368,mi qué,5368,9877
5369,a por él,5369,5069
5370,donde estás,5370,5229
5371,era él,5371,9877
5372,no era mi intención,5372,7286
5373,empieza,5373,2812
5374,"por favor, perdóname",5374,9877
5375,aquí no hay nadie,5375,3633
5376,un médico,5376,4715
5377,deb,5377,6829
5378,te quiero a ti,5378,9877
5379,pequeño,5379,5733
5380,esta muerto,5380,3299
5381,quema,5381,9877
5382,las dos,5382,9146
5383,que cosa,5383,5335
5384,por esto,5384,4676
5385,puede que sí,5385,7427
5386,dime una cosa,5386,3328
5387,no tú,5387,9877
5388,"perdón, perdón",5388,2797
5389,necesito dinero,5389,3290
5390,todo es posible,5390,3982
5391,sabe dónde está,5391,9336
5392,me muero,5392,2599
5393,champán,5393,5678
5394,ella lo sabe,5394,9877
5395,no no no,5395,9877
5396,esto es estúpido,5396,5456
5397,no cuelgues,5397,3081
5398,estamos muertos,5398,3839
5399,jaque,5399,9877
5400,helado,5400,3828
5401,"hola, george",5401,9877
5402,"está bien, papá",5402,3078
5403,eso es seguro,5403,7498
5404,dispérsense,5404,6634
5405,vayamos,5405,9877
5406,me importa una mierda,5406,8189
5407,cuanto,5407,3579
5408,es lo que hago,5408,9877
5409,me lo imagino,5409,3269
5410,no hay nada que pueda hacer,5410,8211
5411,la puerta está abierta,5411,3492
5412,yo estaba,5412,9877
5413,todo está listo,5413,6988
5414,asesinado,5414,5198
5415,suelte el arma,5415,4722
5416,es sorprendente,5416,5473
5417,"oh, ¿en serio",5417,9877
5418,sabes lo que eso significa,5418,4438
5419,"papá, no",5419,9877
5420,cómo sabes mi nombre,5420,9877
5421,yo nunca,5421,9386
5422,me doy cuenta,5422,8348
5423,paris,5423,9877
5424,quédense donde están,5424,5919
5425,lo arreglaré,5425,9877
5426,sebastian,5426,9877
5427,la conoce,5427,8277
5428,lo estamos,5428,9877
5429,déjanos,5429,9877
5430,una cita,5430,7224
5431,te llamaré luego,5431,6075
5432,suéltela,5432,2201
5433,mi trabajo,5433,9877
5434,en este momento,5434,3609
5435,"hola, doctor",5435,8026
5436,ha terminado,5436,8754
5437,me lo prometiste,5437,5959
5438,denise,5438,9877
5439,mitchell,5439,4924
5440,para atrás,5440,3969
5441,30 segundos,5441,5084
5442,no me di cuenta,5442,4725
5443,"sí, correcto",5443,6941
5444,sería genial,5444,9581
5445,"gracias, viejo",5445,3684
5446,"vamos, arriba",5446,3941
5447,arréglalo,5447,4660
5448,eso estuvo cerca,5448,9877
5449,dónde está todo el mundo,5449,9877
5450,no es una buena idea,5450,9846
5451,"oh, mira",5451,9877
5452,tú tampoco,5452,6360
5453,no todo,5453,9877
5454,por eso estamos aquí,5454,9877
5455,blanco,5455,2128
5456,qué diablos pasó,5456,2923
5457,suicidio,5457,7640
5458,cameron,5458,9877
5459,qué sugieres,5459,9877
5460,ladrones,5460,7103
5461,sir,5461,9877
5462,"hola, nick",5462,9877
5463,la encontraste,5463,8839
5464,lotería,5464,2995
5465,diferente,5465,9877
5466,no yo,5466,8205
5467,capullo,5467,6228
5468,eso quieres,5468,3659
5469,no puedo quedarme,5469,8012
5470,ya terminaste,5470,9877
5471,untranslated subtitle,5471,9877
5472,agárrala,5472,8645
5473,teresa,5473,4742
5474,se mueve,5474,6271
5475,disculpad,5475,9877
5476,angel,5476,9877
5477,lárguese,5477,4463
5478,no puedo moverme,5478,9877
5479,es por eso,5479,9877
5480,él lo hizo,5480,7627
5481,no veo,5481,5460
5482,encantado de conocerlo,5482,5922
5483,vamos a hacer esto,5483,4846
5484,"ah, eso",5484,4905
5485,creo que voy a vomitar,5485,6031
5486,jon,5486,9877
5487,tienes algo que decir,5487,4658
5488,mátalos,5488,4796
5489,bajen sus armas,5489,4491
5490,freddie,5490,9877
5491,leslie,5491,8170
5492,"sí, sí, claro",5492,3958
5493,claudia,5493,5619
5494,"sí, madre",5494,9877
5495,"hola, david",5495,3506
5496,viene,5496,6813
5497,de maravilla,5497,4061
5498,eso no es suficiente,5498,9877
5499,qué sucede contigo,5499,9877
5500,"estás bien, amigo",5500,3875
5501,no te mueras,5501,5756
5502,no quiero problemas,5502,6659
5503,lejos,5503,9120
5504,vete a dormir,5504,9877
5505,tengo una sorpresa para ti,5505,8154
5506,tu esposa,5506,2893
5507,todo el día,5507,7687
5508,qué día,5508,5434
5509,una cosa,5509,4730
5510,ayúdennos,5510,4613
5511,gira,5511,5971
5512,siempre lo hago,5512,9877
5513,"no, no tengo",5513,3933
5514,esta tarde,5514,9877
5515,algunas veces,5515,5986
5516,me engañaste,5516,3621
5517,lo recordaré,5517,9505
5518,tu sabes,5518,9877
5519,frena,5519,8823
5520,américa,5520,9877
5521,"bien, ¿y tú",5521,7591
5522,gracias por el consejo,5522,9604
5523,mirad esto,5523,4293
5524,tiene gracia,5524,4191
5525,es el mejor,5525,9790
5526,granada,5526,4630
5527,esto es maravilloso,5527,7234
5528,sylvia,5528,3769
5529,se,5529,9877
5530,solo un poco,5530,6089
5531,hija de puta,5531,2463
5532,"no, no, por favor",5532,7431
5533,llámala,5533,7577
5534,sydney,5534,9877
5535,"su atención, por favor",5535,3550
5536,y ahora qué hacemos,5536,5641
5537,quieres hacerlo,5537,8402
5538,ese es mi chico,5538,8121
5539,"no, tú no",5539,6801
5540,"mierda, mierda",5540,5112
5541,no juegues conmigo,5541,2862
5542,no sé qué pasó,5542,3531
5543,siempre es así,5543,7252
5544,estoy agotado,5544,9877
5545,a las tres,5545,5693
5546,gran cosa,5546,6756
5547,graham,5547,9877
5548,responda,5548,9877
5549,no fue mi culpa,5549,7173
5550,mira lo que has hecho,5550,7056
5551,imbéciles,5551,3421
5552,perfecta,5552,4855
5553,es muy divertido,5553,8671
5554,tengo que salir,5554,7609
5555,"buenos días, caballeros",5555,4446
5556,pan,5556,9877
5557,qué decías,5557,5753
5558,es delicioso,5558,9877
5559,es fuerte,5559,5679
5560,cien,5560,3904
5561,todos afuera,5561,8483
5562,es fascinante,5562,9877
5563,"te quiero, papá",5563,8734
5564,alerta roja,5564,9877
5565,quiero que te vayas,5565,9877
5566,cómo lo supo,5566,4609
5567,claro que puedo,5567,5347
5568,hércules,5568,1959
5569,hago lo que puedo,5569,5129
5570,todo tuyo,5570,8497
5571,no lo conoces,5571,4902
5572,cuéntamelo,5572,4739
5573,qué más quieres,5573,3400
5574,aquí esta,5574,3998
5575,es maravillosa,5575,4699
5576,quién demonios eres tú,5576,9839
5577,cómo lo sabías,5577,5406
5578,yo me quedo,5578,5705
5579,dónde está la chica,5579,2711
5580,no hagas nada,5580,3437
5581,me escucha,5581,7413
5582,escuchaste,5582,4926
5583,están por todas partes,5583,3082
5584,"bien, genial",5584,9877
5585,eso fue genial,5585,8491
5586,hum,5586,9877
5587,necesitamos tu ayuda,5587,4300
5588,"ahora, vete",5588,9877
5589,viene alguien,5589,5212
5590,no es tan sencillo,5590,6391
5591,tonta,5591,4688
5592,sírvete,5592,9270
5593,no estamos seguros,5593,9877
5594,colega,5594,9877
5595,namaste,5595,9877
5596,qu,5596,9877
5597,que dios te bendiga,5597,5979
5598,muy cierto,5598,7026
5599,es mucho dinero,5599,3910
5600,omar,5600,7464
5601,debo,5601,4968
5602,no pude evitarlo,5602,9877
5603,en efectivo,5603,4795
5604,no se vayan,5604,8440
5605,está lista,5605,3588
5606,"hola, peter",5606,9877
5607,"vale, vale, vale",5607,7221
5608,y sabes por qué,5608,5482
5609,una y otra vez,5609,7048
5610,estoy perdido,5610,9877
5611,regresa aquí,5611,9877
5612,y cuál es,5612,9877
5613,y los demás,5613,3409
5614,novio,5614,8405
5615,vamos a jugar,5615,3825
5616,me importa un carajo,5616,2735
5617,"tranquilo, amigo",5617,4453
5618,nada bueno,5618,6570
5619,hablaré con ella,5619,4228
5620,abran fuego,5620,5238
5621,que dijiste,5621,4252
5622,es triste,5622,9877
5623,te pasa algo,5623,2442
5624,nos vemos allí,5624,9877
5625,eso dije,5625,3993
5626,me estás asustando,5626,5851
5627,vas a salir,5627,6444
5628,muy,5628,4436
5629,watson,5629,9877
5630,no te tengo miedo,5630,5602
5631,bernard,5631,8915
5632,déjame sola,5632,9877
5633,te veré más tarde,5633,9877
5634,"pero, señor",5634,9877
5635,es natural,5635,7175
5636,estaba allí,5636,9877
5637,me salvaste la vida,5637,5726
5638,ella no,5638,5201
5639,lo había olvidado,5639,6499
5640,hija,5640,3890
5641,qué esta pasando,5641,3852
5642,"está bien, amigo",5642,2693
5643,hazlo por mí,5643,8449
5644,vamos a ir,5644,4476
5645,iris,5645,5808
5646,ralph,5646,9877
5647,es una pesadilla,5647,3132
5648,mejor así,5648,5880
5649,me voy a ir,5649,6615
5650,nada especial,5650,9503
5651,eso me temo,5651,9877
5652,para mí también,5652,5180
5653,como esta,5653,5323
5654,odio esto,5654,9877
5655,hazlo de nuevo,5655,9877
5656,estás sordo,5656,4373
5657,qué estás leyendo,5657,5107
5658,a dónde fue,5658,9877
5659,démelo,5659,6099
5660,sabes lo que pienso,5660,5894
5661,debemos hablar,5661,9877
5662,estuvo aquí,5662,7254
5663,te llevaré,5663,9307
5664,incorrecto,5664,9877
5665,"arriba, arriba",5665,3281
5666,"bueno, lo siento",5666,9877
5667,sabía que vendrías,5667,9877
5668,estaba preocupada,5668,9877
5669,estamos dentro,5669,8345
5670,recuerda eso,5670,9877
5671,alec,5671,9877
5672,aquí está bien,5672,7091
5673,encantadora,5673,6274
5674,tienes el dinero,5674,3377
5675,la qué,5675,6011
5676,no vienes,5676,6231
5677,qué estoy haciendo aquí,5677,9877
5678,no lo son,5678,9877
5679,cáncer,5679,9877
5680,métete,5680,3732
5681,"sí, ahora",5681,7783
5682,aguarden,5682,9877
5683,"sí, estamos bien",5683,4582
5684,se lo juro,5684,6382
5685,"mira, yo",5685,9877
5686,me siento mejor,5686,9877
5687,la necesito,5687,8192
5688,dígamelo,5688,5036
5689,tienes que confiar en mí,5689,9877
5690,esto no es nada,5690,7021
5691,benjamin,5691,9877
5692,pero esto,5692,5082
5693,no fue tu culpa,5693,9877
5694,scully,5694,9877
5695,no estás bien,5695,6739
5696,suéltelo,5696,9603
5697,su excelencia,5697,9877
5698,"oh, querida",5698,9877
5699,esposa,5699,9877
5700,te importaría,5700,8295
5701,no corras,5701,9667
5702,qué deseas,5702,9877
5703,ya llegué,5703,5874
5704,apaga eso,5704,7192
5705,alguacil,5705,4631
5706,no hay nada que decir,5706,9877
5707,llegamos tarde,5707,5219
5708,estaba bien,5708,9480
5709,a la de tres,5709,7454
5710,no hay trato,5710,8960
5711,inútil,5711,6910
5712,no quiero hablar de ello,5712,9877
5713,perdónenme,5713,9877
5714,patrañas,5714,3559
5715,quieres probar,5715,4701
5716,ya terminamos,5716,9877
5717,quiero mi dinero,5717,2899
5718,"bien, adelante",5718,3534
5719,me odia,5719,4629
5720,eso es grandioso,5720,7484
5721,"espera, no",5721,9877
5722,estás escuchando,5722,8416
5723,escuchadme,5723,8132
5724,"sí, a mí también",5724,9877
5725,"por favor, no te vayas",5725,6920
5726,amber,5726,9877
5727,escuchen todos,5727,7214
5728,tienes fuego,5728,2892
5729,bonita,5729,8514
5730,cretino,5730,6890
5731,"oh, sí, sí",5731,9877
5732,lo oyes,5732,4596
5733,denegada,5733,9877
5734,bart,5734,9877
5735,lo intentamos,5735,5531
5736,eres un monstruo,5736,5918
5737,déjame hablar con él,5737,9877
5738,estoy muy orgullosa de ti,5738,7607
5739,qué pasa con eso,5739,9877
5740,lo sabia,5740,9877
5741,parece,5741,6767
5742,se me olvidó,5742,5251
5743,tenemos que volver,5743,9877
5744,no deberías,5744,9877
5745,"ah, carajo",5745,2312
5746,en guardia,5746,2781
5747,sigan moviéndose,5747,8700
5748,todavía no lo sé,5748,8503
5749,está por aquí,5749,9877
5750,el futuro,5750,9877
5751,no exageres,5751,4816
5752,espero que esté bien,5752,9542
5753,quiero ayudar,5753,9703
5754,aguarde,5754,5167
5755,podría ser peor,5755,5184
5756,problema resuelto,5756,9877
5757,"lo siento, no puedo",5757,9877
5758,"lo sabes, ¿no",5758,8087
5759,que mierda,5759,1606
5760,así es como funciona,5760,9877
5761,jonas,5761,9877
5762,yo no voy,5762,9877
5763,no tenemos elección,5763,8041
5764,ya nos veremos,5764,3319
5765,yo pago,5765,4058
5766,recuerdo,5766,9877
5767,en ese caso,5767,8268
5768,no veo por qué no,5768,7712
5769,dos horas,5769,4671
5770,empujen,5770,4617
5771,te queda bien,5771,8892
5772,vive,5772,9877
5773,no puedo explicarlo,5773,9877
5774,tres minutos,5774,2537
5775,ambas,5775,9877
5776,levántenlo,5776,7408
5777,no sabía eso,5777,9877
5778,vera,5778,9877
5779,te encontraré,5779,8842
5780,alabado sea dios,5780,9877
5781,lo he oído,5781,9877
5782,dónde lo conseguiste,5782,9877
5783,gracias a usted,5783,8022
5784,catorce,5784,2994
5785,qué quiere decir con eso,5785,7983
5786,perdonadme,5786,9877
5787,los tenemos,5787,3582
5788,"sí, aquí está",5788,3617
5789,quiero estar contigo,5789,6176
5790,hasta entonces,5790,9877
5791,gracias por invitarme,5791,9877
5792,quieres hablar de ello,5792,9877
5793,damas,5793,6400
5794,hazlo rápido,5794,6137
5795,"sí, sí, sí, sí",5795,8909
5796,tú lo dijiste,5796,4116
5797,está bien así,5797,3841
5798,"no, no te preocupes",5798,4103
5799,lo dice en serio,5799,9877
5800,no me reconoces,5800,8847
5801,tíralo,5801,4949
5802,no llegues tarde,5802,9761
5803,es la ley,5803,5562
5804,diecisiete,5804,7257
5805,somos un equipo,5805,6590
5806,ya no importa,5806,3647
5807,bruja,5807,9877
5808,de qué demonios estás hablando,5808,9877
5809,me alegra,5809,9719
5810,está en casa,5810,9877
5811,vamos a divertirnos,5811,9877
5812,voy a matarlo,5812,4820
5813,no estoy loca,5813,9877
5814,"papá, papá",5814,3441
5815,esa es buena,5815,9877
5816,corra,5816,4755
5817,acaba de llegar,5817,6848
5818,y otra cosa,5818,6286
5819,a cubierto,5819,7473
5820,quienes,5820,7994
5821,a sus puestos,5821,8432
5822,dime dónde está,5822,3959
5823,estaba preocupado,5823,9492
5824,"sí, ¿qué",5824,2936
5825,llévame a casa,5825,9663
5826,jin,5826,9877
5827,yo conduzco,5827,8768
5828,es una estupidez,5828,5554
5829,puedo ir contigo,5829,6565
5830,es un genio,5830,6518
5831,porfavor,5831,9648
5832,"nada, señor",5832,7633
5833,perdonad,5833,8863
5834,de qué se trata todo esto,5834,9877
5835,déjame verte,5835,9877
5836,luego te llamo,5836,3625
5837,"no, no es nada",5837,9877
5838,no contesta,5838,7814
5839,mis condolencias,5839,9877
5840,elige,5840,2914
5841,duerme un poco,5841,6405
5842,"escucha, escucha",5842,9877
5843,juguemos,5843,4404
5844,no tienes nada,5844,9877
5845,tenemos que,5845,8204
5846,gollum,5846,9877
5847,fue terrible,5847,5261
5848,hemos acabado,5848,9877
5849,cómo dijo,5849,5449
5850,"está bien, de acuerdo",5850,9877
5851,"qué, qué",5851,4388
5852,dame una mano,5852,5490
5853,mentiste,5853,9877
5854,argh,5854,9877
5855,bienvenido a bordo,5855,6889
5856,"no, lo entiendo",5856,9877
5857,tienes algún problema,5857,5425
5858,ni que lo digas,5858,6945
5859,no está ahí,5859,7368
5860,firme,5860,9139
5861,tesoro,5861,8168
5862,búscalo,5862,2794
5863,sra,5863,5302
5864,pero bueno,5864,2317
5865,miller,5865,7426
5866,qué mala suerte,5866,4705
5867,"hola, bill",5867,9877
5868,la vida,5868,9799
5869,sidney,5869,7524
5870,pero no lo hice,5870,9877
5871,cuidado con lo que dices,5871,9045
5872,"cierto, cierto",5872,9877
5873,de qué estas hablando,5873,9877
5874,lo hiciste muy bien,5874,7399
5875,no creo que pueda,5875,9877
5876,esto no es un juego,5876,6293
